smiles,pKa
FC(F)(F)C1(=C(NN=C(C#N)C#N)C=CC=C1),5
O=[N+]([O-])C1(=CC=C(C(C(=O)O)=CC)C=C1),5
[SeH]CC[NH3+],5
O=C1(OC(=CC(C1)=O)C),5
O=C(O)C=1(NC(C)=CC=1),5
O=C(OC)C1(=C(C(=O)OC)CC=C1),5
O=C(O)CCCCCCCCCCCCCC,5.01
O=C(O)CCCCCCCCCCCCCCCCC,5.01
O=C(O)C5(C(C(C4(C2(C(C1(C(O)CC3(CC(O)CCC3(C1CC2)(C))))CC4)(C)))C)C5),5.01
O=C(O)CC(C)(C)C,5.01
O=C1(C(O)=CC=C(C=C1)C(=O)C),5.01
OC1(=[N+]([O-])C(=CN=C1CC(C)C)C(O)(CC)C),5.02
[Si](CCCC(=O)O)(CC)(C)C,5.02
O=C(O)C1(C(C)C1),5.03
O=C(O)C(CC)(C)C,5.03
[Si](O[Si](C)(C)C)(CCCC(=O)O)(C)C,5.03
OC1(=NC(=[NH+]C(=C1CCCC)C)NCC),5.04
[SeH]CC[NH2+]CC,5.04
S(=O)(=O)(NC(=O)OC(C)(C)C)C1(=CC=C(C)C=C1),5.05
S(=O)(=O)(NC(=O)N)CC(=O)N,5.05
ClCCC[Si](CC(C(=O)O)C)(C)C,5.05
[Si](CCCCCC(=O)O)(C)(C)C,5.06
O(C2(=CC=1(N=NN(C=1C=C2)O)))C,5.07
O=C(O)CCC(C4(C2(C(C1(C(O)CC3(CC(O)CCC3(C1CC2)(C))))CC4)(C)))C,5.08
S(=O)(=O)(NC(=O)N)C,5.1
O=[N+]([O-])CC(=O)C,5.1
O=C(O)C=1(NC=CC=1C),5.1
O=C(O)C=C(C)C,5.12
FC(F)(F)C1(=NC=2(N=CN=CC=2(N1))),5.12
ClC1(=C(Cl)C=C(Cl)C(=C1C[NH+](CC)CC)O),5.13
O=C1(C(O)=C(C(=O)C2(=C1C=CC=C2))CCC(C)C),5.13
O[N+](CC)(CC)CC,5.13
O=C(O)C1(CCCCC1)(C),5.13
S(=O)(=O)(NC(=O)N)C(C(=O)N)(C)C,5.15
O=C1(OC(OC(C1)=O)(C)C),5.15
ClC1(=C(Cl)C=CC=C1NN=C(C#N)C#N),5.15
ClC1(=NC(N=NO)=NN1C),5.17
S1(N=C(C)N=C1S),5.18
[SeH]C(C[NH3+])C,5.19
[Se](=O)(O)C,5.19
S(=O)(=O)(NC1(=[N+]([O-])C=CC=C1))C2(=CC=C(N)C=C2),5.2
O=C1(CC(=O)CC2(C1)(CCCCC2)),5.2
O=[N+]([O-])C([N+](=O)[O-])CCC,5.2
[SeH]C(C[NH3+])(C)C,5.21
S(=O)(=O)(NC(=O)N)C(C(=O)N)C,5.21
[Si](CC(=O)O)(C)(C)C,5.22
OC1(=NC(=[NH+]C(=C1)C)N2(N=C(C)C=C2O)),5.23
SC1(=CC([N+](=O)[O-])=CC=C1),5.24
O=C1(CC(=O)CCC1),5.26
[Si](C1(=CC=CC=C1))(CC(=O)O)(C)C,5.27
O=C(O)C=2(C1(=C(C=CC=C1)NC=2)),5.27
[Se](=O)(O)CC,5.28
O=C(O)C1(=C([O-])[NH+]=CC=C1),5.28
[Se](=O)(O)CCCC,5.29
S(=O)(=O)(NC(=O)NCCCC)C1(=CC=C(C)C=C1),5.3
O=C1(OC(=CC(C1CC)=O)C),5.3
O=NC(=NO)CC1(=CC=CC=C1),5.3
O=C([N+]1(=CC=CC=C1))C,5.32
SC1(=CC=C(C(=O)C)C=C1),5.33
O=C(O)CC(=CC1(=CC=CC=C1))C,5.35
O=C(O)C1(=CNC(=C1)C),5.35
S(=O)(=O)(NC(=O)C)C1(=CC=C(N)C=C1),5.35
[Br-].[P+](C1(=CC=CC=C1))(C2(=CC=CC=C2))(C3(=CC=CC=C3))C5(C4(=C(C=CC(=C4)[N+](=O)[O-])C6(=C5C=CC=C6))),5.36
ClC2(=CC=C(S(=O)(=O)NC1(=NC(=CC=N1)C))C=C2),5.37
O(CCOCCC1(=NN=N[N-]1))CCC2(=NN=NN2),5.37
S=C1(SC(C)(C)C(N1)=O),5.38
O=[N+]([O-])C([N+](=O)[O-])CC(C)C,5.4
[Si](CC(=O)O)(CC)(C)C,5.4
O=C1(C=C(O)C=CC=C1),5.4
O=[N+]([O-])C1(=C(O)C=CC(=C1)C(=O)OC),5.4
S(=O)(=O)(NC(=O)N)C1(=CC=C(N)C=C1),5.41
OC=1(C=[N+](C2(=CC=CC=C2(C=1)))C),5.42
S2(C1(=C(N=O)C(O)=CC=C1N=C2)),5.43
O=[N+]([O-])C1(=C(O)C=CC(=C1)C(=O)OCC),5.44
O=[N+]([O-])C([N+](=O)[O-])CCCC,5.45
ON=NC1(=NN(C)C(=N1)N2(CCCCC2)),5.46
S(=O)(=O)(NC=1(SC(C)=NN=1))C2(=CC=C(N)C=C2),5.46
ON=NC1(=NN(C)C=N1),5.48
O=C(OCC)C(=NO)C(=O)OCC,5.48
O=C(N)CCCC1(=NC=CC=C1),5.48
OC1(=NC(=[NH+]C(=C1C)C)N2(N=C(C)C=C2O)),5.5
O=C2(C(C1(CCCCC1))CCC(C2)=O),5.5
O=C2(OC1(=C(C=CC=C1)C(C2CC3(C(=O)OC=4(C=CC=CC=4(C3=O))))=O)),5.5
O=[N+]([O-])C([N+](=O)[O-])CCCCC,5.5
O=[N+]([O-])C([N+](=O)[O-])CCCCCC,5.5
O=[N+]([O-])C1(=CC=C(NN=C(C#N)C#N)C=C1),5.5
N1(=NNC(=N1)C),5.52
OC2(=CC1(=[N+](C=CC=C1C=C2)C)),5.56
N1(=NNC(=N1)CC),5.59
O=C1(C(C(=O)CC(C1)(C)C)C),5.6
OC=3(C2(=C(N)C=1(C(=CC=CC=1)[NH+]=C2C=CC=3))),5.61
N1(=NNC(=N1)CCC),5.61
O=C1(C(CC(C)C(C1)=O)C),5.62
O=C2(OC1(=C(C=CC=C1)C(C2)=O)),5.64
OC2(=C(C=C(C1(=CC=CC=C1))C=C2C[NH+](C)C)C[NH+](C)C),5.65
OC1(=N[N+](=C([O-])C=C1)C),5.65
[Si](CC(=O)O)(CCC)(CCC)C,5.65
ClC1(=C(O)C(=CC(=C1)Cl)C[NH+]2(CCOCC2)),5.67
O=[N+]([O-])C([N+](=O)[O-])CC,5.67
O=C1(OC(CC)(CC)C(N1)=O),5.7
S(=O)(=O)(NC=1(SC=CN=1))C2(=CC=CC=C2),5.73
O=[N+]([O-])C1(=CC(=C(O)C=C1)C[NH+](CC)CC),5.75
O=[N+]([O-])C1(=C(O)C(=C(OC)C=C1)C(=O)NCC2([NH+](CCC2)CC)),5.75
P(=O)(O)([O-])C(P(=O)(O)[O-])C[NH+](C)C,5.75
[Br]C1(=C(O)C=CC2(=C1CC2=O)),5.75
OC3(=C(C1(=[NH+]C=2(C=CC=CC=2(N1C))))C=CC=C3),5.76
OC1(=CC=[N+]([O-])C=C1),5.76
ClC1(=CC(S)=CC=C1),5.76
O=[N+]([O-])C1(=CC(=C(O)C=C1)C[NH+]2(CCOCCOCCOCCOCCOCC2)),5.77
O=[N+]([O-])C1(=CC(=C(O)C=C1)C[NH+]2(CCOCCOCCOCCOCC2)),5.79
O=C(O)C(C(C(=O)C)C)(C)C,5.79
N1(=C(C=C(C)NC2(=C1C=CC(=C2)C))C),5.8
O=NC(=NO)C,5.8
O=NC(=NO)CC,5.8
[Br]C1(=CC=C(S)C=C1),5.8
O=C(O)C1(=C(NC=C1)C),5.8
O=[N+]([O-])C1(=C(NN=C(C#N)C#N)C=CC=C1),5.8
[P+](C1(=CC=CC=C1))(C2(=CC=CC=C2))(C3(=CC=CC=C3))C5(C4(=C(C=CC(=C4)C#N)C6(=C5C=CC=C6))),5.81
O=C(O)C=C(OC)C,5.81
O=C([N+]1(=CC(=CC=C1)C))C,5.81
O=[N+]([O-])CC(=O)OCC,5.82
ClC1(=CC=C(S)C=C1),5.82
O=C1(C(C=O)CCC1),5.83
ClC1(=C(NN=C(C#N)C#N)C=CC=C1),5.84
O=C(C1(=CC=C(NN=C(C#N)C#N)C=C1))C,5.85
S(=O)(=O)(NC=1(SC=CN=1))C3(=CC(N=NC2(=CC=CC=C2))=C(N)C=C3),5.85
O=[N+]([O-])C1(=CC(=C(O)C=C1)C[NH+]2(CCCCC2)),5.88
[Br]C1(=C(OC)C(=C(O)C(=C1)[Br])C(=O)NCC2([NH+](CCC2)CC)),5.88
O=C(O)C=2(C1(=C(C=CC=C1)NC=2C)),5.89
O=C(ONC=O)C=CC1(=CC=CC=C1),5.9
S(=O)(=O)(NC1(=[N+]([O-])C(=CC=C1)C))C2(=CC=C(N)C=C2),5.9
O=C2(C1(=C(C=CC=C1)C(C2CC3(=CC=CC=C3))=O)),5.9
ClC=1(N=CNC=1[N+](=O)[O-]),5.9
O=C1(NC(=O)CC1[NH3+]),5.9
SC=1(C(=O)C=CC=CC=1),5.9
N1(=NNC(=N1)N(C)C),5.92
ON=NC1(=NN(C)C(=N1)N(C)C),5.94
ClC1(=C(O)C(=CC(=C1)Cl)C[NH+](CC)CC),5.95
ClC1(=C(O)C(=CC(=C1)Cl)C[NH+]2(CCCCC2)),5.97
N1(=NNC(=N1)N),5.98
FC(F)(F)OC1(=CC=C(NN=C(C#N)C#N)C=C1),6
S(=O)(=O)(NC1(=NC(=C(C)C=N1)C))C2(=CC=C(N)C=C2),6
O=C(ONC(=O)C1(=CC=CC=C1))C2(=CC=CC=C2),6
O=C2(C1(=C(C=CC=C1)C(C=O)C3(=C2C=CC=C3))),6
O=C1(OC(CC)(C)C(N1)=O),6
IC1(=C(O)C(I)=CC(=C1)C),6
O=C1(N(C(=O)C=2(N(C)C(NC=2(N1C))=O))C),6
ClC1(=CC(NN=C(C#N)C#N)=CC=C1),6
S(=O)(=O)(NC=1(SC=CN=1))C2(=CC=C(O)C=C2),6
N#CC(NC1(CCCCC1))=C(C#N)C#N,6.01
S(=O)(=O)(NC1(=NC=CN=C1))C2(=CC=C(N)C=C2),6.04
O=C1(N(O)C(=O)CC1),6.04
OC2(=CC=1(C(=C[N+](C)=CC=1)C=C2)),6.06
N1(=NNC(=N1)NC),6.06
O=C2(OC1(=C(C=CC(=C1)O)C(=C2C=3(OC=4(C=CC=CC=4(N=3))))C#N)),6.07
SC1(=CC=C(NC(=O)C)C=C1),6.08
S(=O)(C=1(NN=NC=1))CC2(=CC=CC=C2),6.09
ClC1(=C(O)C=C2(OC(=O)C=C(C2(=C1))C)),6.1
S1(C(=O)NC(C1(CC=C)CC=C)=O),6.1
OC=2(C=1(C(=[N+](C=CC=1)C)C=CC=2)),6.12
O=C(OC3(=CC1(=C(N(C)C2(C1(CC[NH+]2C)C))C=C3)))NC,6.12
O=C(O)C2(=C(N=CC=CC1(=CC=CC=C1))C=CC=C2),6.12
O=C(CC=O)C,6.12
ClC1(=C(O)C(Cl)=CC=C1Cl),6.12
O=C1(N(O)C(=O)C2(=C1C=CC=C2)),6.13
O=C1(OC(C)(C)C(N1)=O),6.15
O=C(OC)[N+]1(=CC=C(C)C=C1),6.15
O=C([N+]1(=CC=C(C)C=C1))C,6.15
O=C1(C(O)=CC(C(=O)C)=CC=C1),6.16
S(=O)(=O)(NC1(=NC=NC=C1))C2(=CC=C(N)C=C2),6.17
O=C2(C1(=C(C=CC=C1)C(C2C)=O)),6.17
O=C2(OC1(=C(C=CC(=C1)O)C=C2)),6.18
N#CC(C#N)C(C1(=CC=CC=C1))C(C#N)C#N,6.19
O=C2(N1(N=CN=C1NC(=C2)C)),6.19
O=NC1(=CC=C(O)C=C1),6.2
O=C1(NC(=O)C=2(N=C(N(C=2(N1))C)C)),6.2
O=CC1(=C(O)C(=CC(=C1)C)C=O),6.2
S(=O)(=O)(C1(=NC=NN1))CC2(=CC=CC=C2),6.23
O=[N+]([O-])NC,6.25
[SeH]CCC[NH3+],6.27
FC(F)(F)C(=O)CC(=O)C1(=CC=CC=C1),6.3
OC1(=C(C=C(C)C=C1C([NH3+])CO)C([NH3+])CO),6.3
S=C2(NC(=O)C(C1(=CC=CC=C1))(CC)C(N2)=O),6.3
O=C1(C(C(O)C(C1CCC(C)C)=O)(CCC(C)C)CCC(C)C),6.3
O=[N+]([O-])C1(=CC(=C(O)C=C1)C(=O)N(C4(=CC=C(N=NC3(=CC=2(OCCOCCOCCOCCOCCOC=2C=C3)))C=C4))CCCC),6.3
O=[N+]([O-])C1(=CC(=CC=C1)C[N+](=O)[O-]),6.3
O=C1(N(C(=O)C=2(N=CN(C=2(N1))C))C),6.3
[Br]C1(=C(O)C(=O)C=C(C=C1)C),6.3
SC1(=C(C(=O)OC)C=CC=C1),6.3
[Br]C=1(C=CC(=O)C(=CC=1)O),6.32
O(C1(=CC(=C(O)C(=C1)C[NH+](C)C)C[NH+](C)C))C,6.33
N1(=NNC(=N1)N(CC)CC),6.33
O=C(O)C12(CCC(O)(CC1)CC2),6.33
S(=O)(=O)(N)C(F)(F)F,6.33
SC1(=CC=C(F)C=C1),6.35
S(=O)(=O)([O-])C=2(C1(=C(NN=C1)C(=O)C(C=2)=NO)),6.35
N#CC(NC(CC)C)=C(C#N)C#N,6.35
[Br]C1(=C(NN=C(C#N)C#N)C=CC=C1),6.35
O=C1(C=CC(=NO)C=C1),6.36
SC1(=CC=CC=C1),6.37
S1(C(=O)NC(C1(CCC)CCC)=O),6.37
ClC2(=C(Cl)C(C(=O)C1(=CC(=C(O)C=C1)C[NH3+]))=CC=C2OCC(=O)OCC),6.38
O=[N+]([O-])NCC(C)C,6.38
O=[N+]([O-])NCC,6.39
O=C(ONC(=O)C1(=CC=CC=C1))NC2(=CC=CC=C2),6.4
O=C(O)C3(C2(C(C1(C(C=C(C(C)C)CC1)=CC2))(CCC3)C))(C),6.4
OC1(=C[N+]([O-])=CC=C1),6.4
O=[N+]([O-])C1(=C(O)C=CC(=C1)C(=O)[O-]),6.41
[Br]C1(=C(O)C(=O)C=CC(=C1)C),6.41
S(=O)(=O)(NC1(=NC=CC=N1))C2(=CC=C(N)C=C2),6.42
S(C(=NC)C1(=CC=CC=C1))C,6.42
OC1(=C(C=C(C)C=C1C[NH+](C)C)C[NH+](C)C),6.45
OC1(=CC(NN=C(C#N)C#N)=CC=C1),6.45
O=[N+]([O-])NCCC,6.47
SC1(=CC=C(C)C=C1),6.47
S=C1(SCC(N1)=O),6.48
SC=2(C=1(C(=NC=CC=1)C=CC=2)),6.48
S=C2(N(C(=O)C1(=CC=CC=C1))CC(N2)=O),6.5
O=C2(OC1(=C(C=C(OC)C(=C1)O)C=C2)),6.5
ClCCC1(=CC=C(NN=C(C#N)C#N)C=C1),6.5
ON1(C(=NN=C1C)C),6.5
SC2(=CC=1(C(=NC=CC=1)C=C2)),6.5
ClC(S(=O)(=O)N)(F)F,6.5
O=[N+]([O-])C1(=CC=C(C([N+](=O)[O-])C)C=C1),6.51
FC(F)(F)C(=O)CC(=O)CC(C)C,6.52
[Br]C(S(=O)(=O)N)(F)F,6.53
O=C1(N(C(=O)C(CC)(CC)C(N1)=O)C(=O)C2(=C(OC)C=CC=C2)),6.54
S1(C(=O)NC(C1)=O),6.54
N#CC(=NNC1(=CC=CC=C1))C#N,6.55
S(=O)(=O)(NC1(=NC(=CC=N1)C))C2(=CC=C(N)C=C2),6.59
O=C2(OC1(=C(O)C(O)=CC4(=C1C3(=C2C=C(O)C(=C3OC4=O)O)))),6.59
[Br]C1(=C(O)C([Br])=CC=C1),6.6
ClC1(=CC=C(C([N+](=O)[O-])=NO)C=C1),6.6
ClC1(=C(C=CC(=C1)O)C=O),6.6
O=C1(N(N=CC(N1)=O)C2(OC(CO)C(C2O)O)),6.6
[Br]C1(=C(C=C(O)C(C=C1)=O)C),6.6
ClC1(=C(O)C(=CC=C1)C=O),6.61
OC=1(N(N=C(C=1)C)C2(CC[NH+](C)CC2)),6.63
S(=O)(=O)(NC=1(SC=C(N=1)C))C2(=CC=C(NC)C=C2),6.63
S(=O)(=O)(NC1(=CC=C([N+](=O)[O-])C=C1))C2(=CC=CC=C2),6.63
ClC1(=CC(=CC=C1)C[N+](=O)[O-]),6.63
OC2(=C(C1(=[NH+]CCN1))C=CC=C2),6.63
S1(C(=O)NC(C1(C)C)=O),6.64
ClC1(=C(Cl)C(OCC(=O)OCC)=CC=C1S(=O)(=O)C2(=CC(=C(O)C=C2)C[NH3+])),6.67
S(C1(=CC=CC=C1))C[N+](=O)[O-],6.67
O=[N+]([O-])C1(=CC(=CC=C1)C([N+](=O)[O-])C),6.67
O=C(C(C)C)CC=O,6.68
[S+](CC(=O)C1(=CC=C([N+](=O)[O-])C=C1))(C)C,6.7
O=C(O)C1(=C(NN=C(C#N)C#N)C=CC=C1),6.7
O=C1(NOCC1),6.7
OC=2(C1(=C(O)C=CC=C1C=CC=2)),6.71
S1(=O)(=O)(N=CNC2(=C1C=NC=C2)),6.71
OC=1(N(N=C(C=1CC2(=CC=CC=C2))C3(=CC=CC=C3))C4(CC[NH+](C)CC4)),6.73
O=[N+]([O-])C1(=C(O)C(OC)=CC=C1),6.74
N#CC(=NNC1(=CC=C(C)C=C1))C#N,6.75
O=[N+]([O-])C([N+](=O)[O-])C(C)C,6.75
SC1(=CC=C(OC)C=C1),6.76
O=NC1(=C(O)C=CC2(=C1N=CN2C)),6.76
O=CC1(=C(O)C=NC=C1),6.77
O=[N+]([O-])CC1(=CC=CC=C1),6.77
O=[N+]([O-])C=2(C=1(C(=NC(C)=CC=1)C(O)=CC=2)),6.78
OC1(=CN=CN=C1),6.78
O=[N+]([O-])C1(=C(O)C=CC(=C1)NC(=O)C),6.78
IC(S(=O)(=O)N)(F)F,6.79
O=C(ONC(=O)CC)C=CC1(=CC=CC=C1),6.8
S1(C(=NN=C1C2(=CC=CC=C2))NC(=O)C3(=CC=CC=C3)),6.8
ClC4(=CC=3(N=C(C=1(C(=O)OC=2(C=C(O)C=CC=2(C=1))))OC=3C=C4)),6.8
ClC1(=C(O)C(Cl)=CC=C1),6.8
OC=2(C1(=[N+](C=CC=C1C=CC=2)C)),6.81
O=C(ONC(=O)C)C,6.81
O=C2(OC1(=C(C=CC(=C1)O)C=C2C=3(OC=4(C=CC=CC=4(N=3))))),6.84
O=C(N)C1(=C(N=NC(=C1)C2(=CC=CC=C2))NCCN3(CCOCC3)),6.85
O=C1(C(O)=CC=CC=C1),6.87
O[N+]1(=C([O-])C=CC=2(C1=CC=CC=2)),6.88
S1(N=C(CC)N=C1O),6.89
O(C1(=NC(=NC(=C1)C)N2(N=C(C)C=C2O)))C,6.9
N#CC(=NNC1(=C(C=CC=C1)C))C#N,6.9
OC=2(C=1(C(=C[N+](C)=CC=1)C=CC=2)),6.9
O=C2(OC1(=C(O)C(O)=CC=C1C=C2)),6.9
ClC1(=C(O)C(=C(OC)C(=C1)CC)C(=O)NCC2([NH+](CCC2)CC)),6.91
ClC1(=C(OC)C(=C(O)C(=C1)CC)C(=O)NCC2([NH+](CCC2)CC)),6.91
OC=2(C1(=[NH+]C=CC(=C1C=CC=2)N)),6.91
S(=O)(=O)(NC1(=CC=C(C(=O)C)C=C1))C2(=CC=CC=C2),6.94
S(=O)(=O)(NC2(=NN(C1(=CC=C([N+](=O)[O-])C=C1))C=C2))C3(=CC=C(N)C=C3),6.94
S1(=O)(=O)(N=CNC=2(C1=NC=CC=2)),6.94
O=C2(N1(N=NN=C1C=CN2)),6.95
O=CC1(=NC=CC=C1O),6.95
ClC2(=C(S(=O)(=O)NC=1(SC=CN=1))C=CC(=C2)N),6.95
S(=O)(=O)(NC=1(SC(C)=C(N=1)C))C2(=CC=C(N)C=C2),6.97
O=[N+]([O-])CC1(=CC(=CC=C1)C),6.97
S(=O)(=O)(NC=1(SC=CN=1))C2(=CC(=C(N)C=C2)C),7
OC=1(N(N=C(C=1CCC)C2(=CC=CC=C2))C3(=CC=CC=C3)),7
O=C(N)C(N)CC(=O)N,7
OC1(=C(C=C(C)C=C1C[NH3+])C[NH3+]),7
SC1(=CN=CC=C1),7.01
S1(N=C(O)C2(=C1C=CC=C2)),7.01
O=C1(N(C(NOC(=O)C)=CC(N1C)=O)C),7.01
S(=O)(=O)(NC2(=NN(C1(=CC([N+](=O)[O-])=CC=C1))C=C2))C3(=CC=C(N)C=C3),7.03
S1(=O)(=O)(N=CNC2(=C1C=CC=N2)),7.03
OC=2(C1(=[NH+]C=CC(=C1C=CC=2)N(C)C)),7.05
ClC1(C(=O)C(=O)CC1),7.05
O=C1(OCC=2(C1=C(O)C(=NC=2)C)),7.05
ClC1(=CC(=CC=C1)C([N+](=O)[O-])C),7.05
O=C(C(=NO)C[NH+]1(CCCCC1))C,7.05
S(=O)(=O)(NC1(=NN=CC=C1))C2(=CC=C(N)C=C2),7.06
ClC1(=C(O)C(=C(OC)C=C1)C(=O)NCC2([NH+](CCC2)CC)),7.07
OC2(=CC=1(C(=CC=[N+](C=1)C)C=C2)),7.09
O=[N+]([O-])C1(=CC(=C(O)C=C1)C),7.1
O=COO,7.1
[Br]C2(=NC=C(NS(=O)(=O)C1(=CC=C(N)C=C1))C=C2),7.12
S(=O)(=O)(NC1(=NC(OC)=CC(=N1)OC))C2(=CC=C(N)C=C2),7.12
O=C(N)C2(=CC=[N+](COC[N+]1(=C(C=CC=C1)C=NO))C=C2),7.13
OC2(=CC=1(C(=[N+](C=CC=1)C)C=C2)),7.15
S(=O)(=O)(NC1(=CC(C#N)=CC=C1))C2(=CC=CC=C2),7.15
O=[N+]([O-])C1(=C(O)C=CC=C1),7.15
S(=O)(=O)([O-])C=2(C(=NO)C=1(NN=CC=1C(C=2)=O)),7.15
[Br]C([N+](=O)[O-])C,7.17
O=C1(N(NC(=C1CCC)C)C2(CC[NH+](C)CC2)),7.18
O2([N+]1(=C(C=CC=C1)N=C2N)),7.18
OC3(=CC2(=NC=1(C(=CC=C(C=1)C)N=C2C=C3))),7.2
S1(C(=NC2(=C1C=CC=C2))N=NC=4(C=3(C(=NC=CC=3)C(O)=CC=4))),7.2
OC=1(N(N=C(C=1CCCCCCCCC)C2(=CC=CC=C2))C3(=CC=CC=C3)),7.2
O=C(OCC)C(=NO)C(=O)C,7.2
O=C1(C(O)=CC(C(C)C)=CC=C1),7.22
O=C(NCC1([NH+](CCC1)CC))C2(=C(OC)C(=CC(=C2O)CC)CC),7.24
IC([N+](=O)[O-])C,7.24
O=C2(C1(=C(C=C(O)C=C1)C2)),7.24
OC(N1(C=[NH+]C=C1))C2(=CC=NC=C2),7.24
S(=O)(=O)(NC=1(SC=CN=1))C2(=CC=C(N)C=C2),7.25
FC1(=C(O)C(=CC=C1)C[NH+](CC)CC),7.26
O=C1(C(O)=CC(C)=CC=C1),7.26
[O-][N+]3(=C1(NC=NC1=C(NCC2(=CC=CC=C2))N=C3)),7.27
O=C(N)CNCCCNCC(=O)N,7.27
OC=1(N(N=C(C=1CCCCC)C2(=CC=CC=C2))C3(=CC=CC=C3)),7.3
O=C(N)C(N)CO,7.3
S(=O)(=O)(N)C=1(SC(=NC(=O)C)N(N=1)C),7.3
[Br]NC(=O)C1(=CC=CC=C1),7.3
O=C(OO)C1(=CC=CC=C1),7.3
[Br]C2(=C(O)C1(=NC=CC=C1C(=C2)[Br])),7.3
[S+](C1(=CC=C(O)C=C1))(C)C,7.31
S(=O)(=O)(N)C=2(SC(N(C1(=CC=CC=C1))C(=O)C)=NN=2),7.32
O=C(N(C)C)C=C(O)C1(=CC=NC=C1),7.32
OC1(=C(C#N)C=CC=C1),7.32
O=C(N)C1(=CN2(CCC1CC2)),7.32
O=C1(C(O)=CC=C(C=C1)C),7.32
[Br]C6(=CC1(=C(C=5(C=CC=CC=5(C1[P+](C2(=CC=CC=C2))(C3(=CC=CC=C3))C4(=CC=CC=C4))))C=C6)),7.33
O=C(C1(=CC(=C(O)C=C1)C[NH3+]))C2(=CC=C(OCC(=O)OCC)C=C2),7.34
O(C1(=NC(=NC(=C1)C)N2(N=C(C)C=C2O)))CC,7.35
O1(CC=2(C=CC=CC=2(B1O))),7.38
O=CC1(=CC(OC)=C(O)C=C1),7.38
S(=O)(C1(=NC=NN1))CC2(=CC=CC=C2),7.38
O=C(NO)C1(=C(O)C=CC=C1),7.39
O=[N+]([O-])C1(=C(O)C=CC(=C1)OC),7.39
O=[N+]([O-])C(C1(=CC=CC=C1))C,7.39
O=C2(C1(=C(C=CC=C1)C(C2C(C)C)=O)),7.4
O=CC2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))),7.4
S=C(OC)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))),7.4
S(=O)(=O)(N)C=1(SC(N(C(=O)C)C)=NN=1),7.4
O=CC1(=CC=CC1),7.4
[Br]C1(=CC(=C(O)C=C1)C=O),7.4
O=[N+]([O-])C1(=C(O)C=CC(=C1)C),7.4
OC=2(C=1(C(=NN=CC=1)C=CC=2)),7.4
S(=O)(=O)(NC1(=CC=CC=C1))C2(=CC=C([N+](=O)[O-])C=C2),7.41
O=C(C(=NO)C(=O)C)C,7.44
OC3(=CC2(=NC=1(C(=CC=CC=1)N=C2C=C3))),7.45
O=CC1(=CC(O)=C(O)C=C1),7.45
OC1(=C([N+](C)(C)C)C=CC=C1),7.46
SC1(=NN=CN1N),7.47
S(=O)(=O)(N)C=1(SC(NC(=O)C)=NN=1),7.48
S(=O)(=O)(NC1(=NC(=NC(=C1)C)C))C2(=CC=C(N)C=C2),7.49
O=[N+]([O-])C(C1(=CC(=CC=C1)C))C,7.49
S=C(NC1(=CC=CC=C1))CC(=O)C,7.5
ClC1(=C(C(O)=CC=C1)C[NH+](CC)CC),7.5
S(=O)(=O)(NC1(=CC=CC=C1))C2(=CC([N+](=O)[O-])=CC=C2),7.5
S1(C(=NC2(=C1C=CC=C2))N=NC=4(C=3(C(=NC=CC=3)C(O)=C(C=4)C))),7.5
OC=1(N(N=C(C=1CCCCCCCC)C2(=CC=CC=C2))C3(=CC=CC=C3)),7.5
FC(F)(F)C1(=NNC(=C1)C(F)(F)F),7.51
ClC2(=C(O)C1(=NC=CC=C1C(=C2)Cl)),7.51
O=C1(C(=NO)C=CC2(=C1C=CC=C2)),7.52
OC2(=CC=1(C(=NN=CC=1)C=C2)),7.52
[Br]C3(=C([Br])C([Br])=C4(C(C1(=CC(=C(O)C=C1)C))(C2(=CC(=C(O)C=C2)C))OS(C4(=C3[Br]))(=O)=O)),7.53
O=CC1(=CC=C(O)C=C1),7.53
S(=O)(=O)(NC1(=CC(F)=CC=C1))C2(=CC=CC=C2),7.54
OC=2(C(C1(=C(O)C=CC=C1))=CC3(=CC=CC=C3(C=2))),7.55
O=C(C1(=CC=C(O)C=C1))C[NH2+]C(C)C,7.56
S(=O)(=O)(NC)C(F)(F)F,7.56
OC2(=CC1(=NN=CC=C1C=C2)),7.56
S1(=O)(=O)(N=C(NC=2(C1=NC=CC=2))C),7.58
[Br]C1(=CC(=C(O)C=C1)C[NH+](C)C),7.58
OC1(=NNC(=C1C)C2(=CC=CC=C2)),7.6
OC=1(N(N=C(C=1CC2(=CC=CC=C2))C3(=CC=CC=C3))C4(=CC=CC=C4)),7.6
[N+](=NC1(=NC=NC2(=C1NC=N2)))=[N-],7.6
O=C1(N(O)C(=O)CCC1),7.6
S(=O)(=O)([O-])C2(=C1(C(NN=C1)=C(O)C=C2)),7.6
S(=O)(=O)([O-])C2(=C1(NN=CC1=C(O)C=C2)),7.6
SC1(=C(C(=O)[O-])C=CC=C1),7.6
O=[N+]([O-])CC1(=C(C=CC=C1)C),7.6
[S+](C1(=C(C=C(O)C=C1)C))(C)C,7.6
S(=O)(=O)(NC1(=CC(=CC=C1)C(F)(F)F))C2(=CC=CC=C2),7.63
O(C1(=NC(=NC(=C1C)C)N2(N=C(C)C=C2O)))C,7.64
S1(N=NC=C1C=NO),7.64
O=C(C=C(O)C)C,7.64
